Nome,Endereço,Latitude,Longitude
Emporio Barra Norte,"Av. Osvaldo Reis, 2526 - Fazenda, Itajaí",-26.9445545,-48.6402143
Brasil Itajai praia brava,"Av. Osvaldo Reis, 2819 - Fazenda, Itajaí",-26.946279,-48.640165
"Armazém Fit Store Praia Brava: Alimentação Saudável, Suplementos em Itajaí","R. Delfim Mário de Pádua Peixoto, 901 - Loja 1 - Praia Brava, Itajaí",-26.9489207,-48.6305983
TM Store,"Av. Carlos Drummond de Andrade - Praia Brava, Itajaí",-26.9559475,-48.6340786
Nia Selects,"Av. Carlos Drummond de Andrade, 200 - Sala 8 - Praia Brava, Itajaí",-26.9559825,-48.63178509999999
Mabí Store,"Av. Carlos Drummond de Andrade, 177 - sala 03 - Praia Brava, Itajaí",-26.956423,-48.6319688
La Plage Beachwear|E-Commerce com Frete Grátis,"Av. Carlos Drummond de Andrade, 200 - Sala 7 - Praia Brava, Itajaí",-26.9560807,-48.6319293
Su Modas e Cosméticos,"R. José Tomaz da Rocha - Santa Clara, Itajaí",-26.9491679,-48.641768
Moveis,"Praia Brava, Itajaí",-26.9551577,-48.64055159999999
Loja Natura Itajaí - Amor pela Beleza,"Av. Osvaldo Reis, 839 - Sala 203 - Fazenda, Itajaí",-26.9291202,-48.64466669999999
Chez Raymond,"R. Floriano Peixoto, 610 - Cabeçudas, Itajaí",-26.929258,-48.6330878
Gema,"R. Carola Coelho, 215 - sala 11 - Praia Brava, Itajaí",-26.9558326,-48.6320061
Doce Sal Bistrô,"R. Quintino Bocaiúva, 489 - Cabeçudas, Itajaí",-26.9281225,-48.6334167
The Corner Sushi Club,"R. Teresa Francisca Pereira, 225 - Cabeçudas, Itajaí",-26.928835,-48.635148
Orla 47,"R. Carola Coelho, 44 - Praia Brava, Itajaí",-26.9558273,-48.6320489
Holy Moly! MH XXX Restaurant,"Conselheiro Júlio Kumm, 200 - Praia Brava, Itajaí",-26.953125,-48.6314851
Shantal Restaurante,"R. Delfim Mário de Pádua Peixoto, 500 - Praia Brava, Itajaí",-26.9445831,-48.63049609999999
Esquina da Brava Restaurante,"R. André Luís Vidal Soares, 123 - Praia Brava, Itajaí",-26.9455346,-48.6303535
Restaurante Didge Steakburger,"R. Delfim Mário de Pádua Peixoto, 500 - Loja B8 - Praia Brava, Itajaí",-26.9444621,-48.6311154
Casa Gastronomia - Food Truck,"Av. Carlos Drummond de Andrade, 141 - Praia Brava, Itajaí",-26.9565494,-48.6313252
Melanina Mix,"190, R. Delfim Mário de Pádua Peixoto, 66 - Praia Brava, Itajaí",-26.9418347,-48.6301297
Fat Jack Bar e Bistrô,"R. Renato Melim Cunha, 390 - Praia Brava, Itajaí",-26.9439356,-48.6296524
Águas da Brava Restaurante e Eventos,"Av. José Medeiros Viêira, 1776 - Praia Brava, Itajaí",-26.9511329,-48.6298256
ganusch,"R. Delfim Mário de Pádua Peixoto - Praia Brava, Itajaí",-26.9486514,-48.6306442
Pasión - Cocina y Arte,"R. Delfim Mário de Pádua Peixoto, 799 - Praia Brava, Itajaí",-26.9478196,-48.6309118
Choppempé SC,"R. Delfim Mário de Pádua Peixoto, 500 - Praia Brava, Itajaí",-26.9447324,-48.6311592
Hotel Joao De Barro,"R. Vergínia Ângelo Severino, 37 - Praia Brava, Itajaí",-26.958749,-48.6299018
Brava Ocean Grill,"Av. José Medeiros Viêira, N° 1190 - Praia Brava, Itajaí",-26.9461689,-48.6291822
Baobá Bar e Restaurante,"Av. José Medeiros Viêira, 1008 - Praia Brava, Itajaí",-26.944355,-48.6290905
Enjoy Beach food,"Av. José Medeiros Viêira - Praia Brava, Itajaí",-26.945142,-48.6290431
ATALAIA GRILL RESTAURANTE,"R. Brusque, 1229 - Centro, Itajaí",-26.9174592,-48.6707889
Restaurante Martikaias,"R. Brusque, 1148 - Centro, Itajaí",-26.9166507,-48.6703884
Tex Burger,"Av. Ver. Abrahão João Francisco, 25a - Centro, Itajaí",-26.9185728,-48.6670509
Restaurante Verde Vale comida caseira,"R. Indaial, 519 - Dom Bosco, Itajaí",-26.9168339,-48.67731250000001
Estação Burger,"R. José Pereira Liberato, 3120 - Dom Bosco, Itajaí",-26.9195139,-48.68499
Planas Hotel em Itajaí,"R. Alberto Werner, 109 - Centro, Itajaí",-26.9045479,-48.6687739
HOT DOG DA FAMILIA,"R. Imbituba, 167 - Dom Bosco, Itajaí",-26.9183769,-48.6791976
Daywa Sushi,"R. Indaial, 229 - São Judas, Itajaí",-26.9194378,-48.6774822
Banco Itaú - Agência 6382,"R. Heitor Liberato, 1950 - São João, Itajaí",-26.9080915,-48.677319
Banco Bradesco - Agência 3962,"R. Heitor Liberato, 1917 - Centro, Itajaí",-26.9082422,-48.6769459
Banco Itaú,"R. Indaial, 1454 - São João, Itajaí",-26.9080811,-48.677428
BANCO DO BRASIL - SAO JOAO - Agência 4295,"R.HEITOR LIBERATO,1951 - ESQ.C, R. Indaial, Itajaí",-26.9083645,-48.6773512
Supermercados Koch,"R. José Pereira Liberato, 1190 - São João, Itajaí",-26.9020977,-48.6846886
77 Points Store,"R. Sebastião Romeu Soares - Cordeiros, Itajaí",-26.8834351,-48.69763709999999
Hype store br,"R. Sebastião Romeu Soares, 308 - sala 01 - Cordeiros, Itajaí",-26.88349,-48.6972265
Hospital e Maternidade Marieta Konder Bornhausen :Serviço de Urologia,"Av. Cel. Marcos Konder, 1111 - Centro, Itajaí",-26.9105185,-48.6597062
Restaurante Sampaio,"R. Indaial, 398 - Dom Bosco, Itajaí",-26.9178849,-48.67712239999999
Restaurante Bellé,"Av. Sete de Setembro, 1307 - Fazenda, Itajaí",-26.917543,-48.6546707
Caprezii Parrilla e Defumados,"Av. Min. Victor Konder, 1100 - Fazenda, Itajaí",-26.9168061,-48.6522526
Azdora Piadineria Itajaí,"Av. Min. Victor Konder, 1150 - Fazenda, Itajaí",-26.917131,-48.6519874
Restaurante Bokerão Dupera,"Av. Min. Victor Konder, 1230 - Fazenda, Itajaí",-26.917652,-48.651538
TOP BANK INVEST,"R. José Pereira Liberato, 1123 - Sala 2 - São João, Itajaí",-26.9018573,-48.6830016
Banco Bradesco Ag Barra do Rio,"R. Alfredo Eicke, 341 - Barra do Rio, Itajaí",-26.8916253,-48.68021299999999
Manoel Consórcio,"São João, Itajaí",-26.8950524,-48.6766804
Sicob Blucredi,"R. Estefano José Vanolli, 341-391 - São Vicente, Itajaí",-26.8975836,-48.6885465
Mini Mercado Gm,"R. João Cunha, 247 - Fazenda, Itajaí",-26.9317896,-48.6522155
Via Gastronômica,"R. Júlio Coutinho - Fazenda, Itajaí",-26.917736,-48.6513917
Restaurante Sabor da Cozinha,"Av. Sete de Setembro, 1289 - Fazenda, Itajaí",-26.9173119,-48.6547732
Convés Store,"CVC - Av. Brasil, 1271 Sala QL 03, em frente a - Centro",-26.9854621,-48.6345347
Rico Bar e Restaurante,"R. Juvêncio Taváres D'amaral, 400 - Cabeçudas, Itajaí",-26.9275839,-48.6334277
Sushiarte Brava,"R. Delfim Mário de Pádua Peixoto, 1400 - Praia Brava, Itajaí",-26.9531242,-48.6313997
UNIZUSHI,"BRAVA MALL - R. Delfim Mário de Pádua Peixoto, 500 - Praia Brava, Itajaí",-26.9444621,-48.6311154
OPIS Bar & Restaurant,"Avenida José Medeiros Viêira, Balneário, 1126 - Santa Clara, Itajaí",-26.9454044,-48.6293242
Tumanja Burguer - Hambúrgueria,"Av. José Medeiros Viêira, 1126 - Praia Brava, Itajaí",-26.9454314,-48.6292481
SantoBurger,"R. Brusque, n°1205 - Centro, Itajaí",-26.9173075,-48.67089379999999
Terral,"R. Uruguai, 458 - Bloco D3 - Centro, Itajaí",-26.916447,-48.664949
Bagalho pão de alho,"R. Adele Schoenau - Fazenda, Itajaí",-26.9172326,-48.6603726
Primo Culinária Árabe,"Av. Sete de Setembro, 1138 - Fazenda, Itajaí",-26.9161837,-48.6555523
Charlestown Food Park,"Av. Min. Victor Konder, 970 - Fazenda, Itajaí",-26.9159218,-48.65295219999999
Soul Verde Fresh Food,"Anexo ao Charlestown food park - R. Lauro Muller, 1251 - Fazenda, Itajaí",-26.9159137,-48.652813
Toro Loco - Comida Mexicana - Itajaí,"Av. Min. Victor Konder, 970 - Bloco - Fazenda, Itajaí",-26.9159208,-48.6529455
IBIS KITCHEN,"R. Vereador Abrahao J F, 587 - Centro, Itajaí",-26.9137613,-48.6586865
Monte Líbano Shawarma's,"Av. Ver. Abrahão João Francisco, 1210 - Sala 1 - Centro, Itajaí",-26.9148682,-48.6642096
Tentação do Mate (UNIVALI C3),"R. Uruguai, 458 - Centro, Itajaí",-26.915747,-48.664034
Alexandria Burger Itajaí,"R. José Paulo da Silva, 258 - Centro, Itajaí",-26.9144683,-48.66355249999999
NA GARAGEM - COZINHA CRIATIVA,"R. Jorge Mattos, 286 - Centro, Itajaí",-26.9144009,-48.6643391
Kaishū SUSHI,"R. Brusque, 888 - Centro, Itajaí",-26.9146552,-48.6686728
"Café, Bar & Restaurante Soleil","Av. Ver. Abrahão João Francisco, 587 - térreo - Centro, Itajaí",-26.9137792,-48.65874480000001
Spoleto Itajaí,"R. Domingos José Cabral, 355 - Fazenda, Itajaí",-26.9143444,-48.6567666
Beth Bistro e Restaurante,"R. Camboriú, 647 - Fazenda, Itajaí",-26.9135701,-48.6561424
O2 Life Restaurant,"R. Tubarão, 77 - Fazenda, Itajaí",-26.9140111,-48.6541989
Frassini Trattoria,"R. Lauro Muller, 1067 - Fazenda, Itajaí",-26.9146151,-48.6538405
La Lija Restaurante,"R. Camboriú, 813 - Fazenda, Itajaí",-26.9149253,-48.6550725
Supermercado Eliani,"R. São Joaquim, 180 - São Vicente, Itajaí",-26.8980251,-48.6868777
Supermercado Ninõ,"R. Adolfo José de Assis - Cordeiros, Itajaí",-26.8918322,-48.692002
Supermercado Daiane,"Rua.: Amapá, 135 - Cordeiros, Itajaí",-26.8962586,-48.69582339999999
TJ STORE,"R. Silvestro Moser, 343 - Cordeiros, Itajaí",-26.8805792,-48.6947718
DA TRIBO Store,"R. Christiane do Nascimento, 235 - Cordeiros, Itajaí",-26.8847216,-48.6989192
Zebuíno Parrilla e BBQ,"R. José Paulo da Silva, 179 - Centro, Itajaí",-26.9140263,-48.6627654
Restaurante e Lanchonete Tempero Caseiro,"Av. Gov. Adolfo Konder, 700 - São Vicente, Itajaí",-26.9122788,-48.6916997
Planeta Foods - Restaurante e Lanchonete em Itajai,"R. Indaial, 911 - São Judas, Itajaí",-26.9134474,-48.67737400000001
Buccanas,"R. Saúl Schead dos Santos, 462 - São Vicente, Itajaí",-26.9108731,-48.6942622
Bistrô Casa Du Chef,"Av. Sete de Setembro, 725 - Centro, Itajaí",-26.9126826,-48.6566994
Restaurante Segredos do Sabor Chef Edson- Itajaí,"Av. Min. Victor Konder, 592 - Fazenda, Itajaí",-26.9132342,-48.6539456
Hamud's Culinária Árabe,"R. Lauro Muller, 935 - Fazenda, Itajaí",-26.9134047,-48.654044
Resenha Bar,"Av. Min. Victor Konder, 540 - Fazenda, Itajaí",-26.9127975,-48.65373
Adry Hotel,"R. Blumenau, 1265 - São João, Itajaí",-26.8940598,-48.6745927
Hotel Silva,"R. David Adão Schmitt, 328 - Barra do Rio, Itajaí",-26.89261,-48.685273
Hotel Souza,"R. Jassão dos Santos, 44 - São João, Itajaí",-26.8940465,-48.6755953
Itajaí Pousada B&B,"Nova Brasilia - R. Roseli Maria Coelho, 55 - São Vicente, Itajaí",-26.8955363,-48.68776099999999
Sicredi,"R. Estefano José Vanolli, 284 - São Vicente, Itajaí",-26.8967094,-48.6887772
Supermercado Campos Novos,"Av. Campos Novos, 470 - São Vicente, Itajaí",-26.9051435,-48.70056779999999
Supermercado Clovis,"R. Prof. Cosme Busarello, 535 - Cordeiros, Itajaí",-26.8831815,-48.7021941
Mercado e Açougue da Família,"R. Luís da Silva, 476 - Cordeiros, Itajaí",-26.883279,-48.6996915
Fran,"R. José Lopes - Cordeiros, Itajaí",-26.8954222,-48.7037837
Supermarket Santo Angelo,"R. Manoel Francisco Coelho, 1024 - São Vicente, Itajaí",-26.9017841,-48.6980142
Supermercados Schmit,"R. Dr. Reinaldo Schmithausen, 2126 - Cordeiros, Itajaí",-26.8878368,-48.7029542
Mercado Seller,"Av. Nilo Bittencourt - São Vicente, Itajaí",-26.9132613,-48.70518089999999
Supermercado Central Das Compras,"R. Henrique Bianchini, 765 - Cordeiros, Itajaí",-26.8808702,-48.7037216
Mercearia Cabral,"R. Eurípedes Amorim Leal, 611 - Cordeiros, Itajaí",-26.8811615,-48.69862670000001
Mini Mercado Angélica Mateus,"R. Pedro Camilo Vicente, 479 - Cordeiros, Itajaí",-26.8888367,-48.6900091
GENET'S STORE,"R. Estefano José Vanolli, 463 - São Vicente, Itajaí",-26.898294,-48.6885434
unidade parque amorim,"R. Fernando Viêira - Cordeiros, Itajaí",-26.8857981,-48.69254189999999
Clínica Alemã,"R. Felipe Reiser, 07 - Sala 05 - São João, Itajaí",-26.902844,-48.6714665
Madero Container Itajaí,"Av. Min. Victor Konder, 490 - Fazenda, Itajaí",-26.912409,-48.653731
Supermercado Ofertão Vila,"R. Alberto Werner, 237 - SL 02 - Centro, Itajaí",-26.9073512,-48.6691418
Emergência Hospital Universitário Pequeno Anjo,"Praça Gov. Irineu Bornhausen, 85 - Centro, Itajaí",-26.9083328,-48.6622564
Genud's Bistrô,"R. Acedilio Monteiro de Lima, 82 - São Vicente, Itajaí",-26.9100701,-48.6991569
Don Juan Restaurante,"Anexo ao Supermercado, Angeloni - R. Brusque - Centro, Itajaí",-26.9105521,-48.6669492
Restaurante e Café a Casa do Chef,"Em frente ao Hospital Marieta - Av. Cel. Marcos Konder, 1040 - Centro, Itajaí",-26.9106492,-48.6603414
Restaurante Mascarenhas,"R. Indaial, 1184 - São Judas, Itajaí",-26.9108511,-48.6772795
Aromas e Sabores Centro,"Restaurante Aromas e Sabores - Av. Cel. Marcos Konder, 1111 - Centro, Itajaí",-26.910406,-48.659358
Pontinho do Café Lanchonete & Restaurante,"R. Ver. João Angelino Lopes Júnior, nº 186 - Centro, Itajaí",-26.9108956,-48.6593869
Banco Itaú - Agência 7365,"Schmit 1623, R. Dr. Reinaldo Schmithausen - Cordeiros, Itajaí",-26.8868077,-48.6981663
BANCO DO BRASIL - CORDEIROS - Agência 2982,"R. Dr. Reinaldo Schmithausen, 2326 - Cordeiros, Itajaí",-26.88765,-48.70584789999999
Rede Check Ok,"R. Heitor Liberato, 1950 - São João, Itajaí",-26.9080908,-48.6773168
AB Finanças - Inteligência Financeira Global,"Av. Getúlio Vargas, 162 - Sala 09 - Vila Operaria, Itajaí",-26.9079019,-48.6722281
Caixa Econômica,"R. Brusque, 358 - Centro, Itajaí",-26.910325,-48.6664109
ValeCred,"R. Manoel Francisco Coelho, 189 - Sala 1 - São Vicente, Itajaí",-26.9023719,-48.6892296
Zephyr Seafood & Nikkei,"Av. Carlos Ely Castro, 100 - Centro, Itajaí",-26.911,-48.6515148
Restaurante e Galeteria Família Frassini - Itajaí,"Av. Min. Victor Konder, 300 - Fazenda, Itajaí",-26.9097165,-48.6542287
Loja B3 Stores Itajaí SC,"R. Estefano José Vanolli, 776 - Box 45 - São Vicente, Itajaí",-26.9009654,-48.6889867
Sako Xeio,"Av. Min. Victor Konder, 444 - Centro, Itajaí",-26.9119339,-48.6538816
Xis Original,"Av. Cel. Marcos Konder, 789 - Centro, Itajaí",-26.9091891,-48.66037
Restaurante e Hamburgueria Palladar Divino Itajaí,"R. Indaial, 1503 - São João, Itajaí",-26.9078899,-48.67768040000001
Rancho Brasa Grill/ Itajaí,"Rua João Gaya, 310 - Vila Operaria, Itajaí",-26.9093499,-48.6728252
Restaurante Café Mariz,"Luiz Thieme - R. Frederico Augusto Luiz Tieme, 86 - Centro, Itajaí",-26.9073668,-48.662955
Parati Restaurante,"Av. Sete de Setembro, 252 - Centro, Itajaí",-26.9084504,-48.6587794
Cafundóca Comida com Carinho - Restaurante e Café,"R. Alm. Tamandaré, 303 - Centro, Itajaí",-26.9094493,-48.657044
Dom Paiolo Restaurante (Centro de Itajaí),"R. Tijucas, 31 - Centro, Itajaí",-26.9069391,-48.6625978
Segredos do Sabor,"Av. Cel. Marcos Konder - Centro, Itajaí",-26.9077441,-48.6614605
Restaurante e Lanchonete Porto,"R. Frederico Augusto Luiz Tieme, 32 - Centro, Itajaí",-26.9068881,-48.6622448
Johnnie Grill Itajaí,"Camelódromo de Itajaí - R. Alexandre Fleming, 528 - Loja 69 - Centro, Itajaí",-26.9074115,-48.6646848
Dom Paiolo Restaurante (Bistek Supermercado Anexo),"R. Heitor Liberato, 1550 Anexo ao Shopping BISTEK ESTACIONAMENTO GRATUITO 400 vagas Praça de Alimentação Supermercados BISTEK - Centro, Itajaí",-26.9062667,-48.672688
Praça Santo Antonio,"Rua XV de Novembro, 220 - Centro, Itajaí",-26.907243,-48.656381
Restaurante Santa Hora Food Itajaí,"Rua XV de Novembro, 64 - Centro, Itajaí",-26.9058968,-48.65679799999999
Café e Restaurante Mercado Velho,"R. Felix Busso Asseburg, 25 - Centro, Itajaí",-26.9063996,-48.6543826
Restaurante e Lanchonete Amaral,"R. Arquiteto Nilson Edson dos Santos, 1100 - São Vicente, Itajaí",-26.9048214,-48.6994795
Magnifico Sabor,"Rua: Arquiteto Nilson Edson dos Santos, 746 - São Vicente, Itajaí",-26.9049683,-48.6963436
Restaurante Tian Ran Vegetariano,"R. Heitor Liberato, 1065 - Centro, Itajaí",-26.9055735,-48.6687767
Cheiro Verde,"63 Rua Henrique Labes Centro, Itajaí",-26.9055266,-48.6589736
De Gustare,"R. Lauro Muller - Centro, Itajaí",-26.9052885,-48.6557259
Petisqueira Restaurante,"Av. Irineu Bornhausen, 1570 - Centro, Itajaí",-26.9026898,-48.6682841
Restaurante do Vô,"R. Antônio Cirílo Dutra, 62 - São Vicente, Itajaí",-26.9019269,-48.6875258
Praia Bar Restaurante,"R. Quintino Bocaiúva, 10 - Cabeçudas, Itajaí",-26.9277484,-48.6332774
KAIS Ø Itajaí,"R. Dr. Pedro Ferreira, 363 - Centro, Itajaí",-26.9025655,-48.6589002
Opa Haus - Pousada & Hostel,"R. Geremias Caldeira, 127 - Cabeçudas, Itajaí",-26.9265163,-48.6355224
Paraná Banco,"Rua XV de Novembro, 184 - Centro, Itajaí",-26.9068297,-48.6563716
Brava Rustic Restaurante e Lanchonete,"R. Dr. Pedro Rangel, 560 - São João, Itajaí",-26.9006131,-48.6838768
BioGarden Restaurante Vegetariano,"R. Dr. Pedro Ferreira, 225 - Centro, Itajaí",-26.9035844,-48.6576754
Mr. Batata,"Anexo ao Itajai Shopping - R. Samuel Heusi, 234 - Centro, Itajaí",-26.903899,-48.659997
RESTAURANTE SABORES DO NORTE,"R. Blumenau, 1185 - São João, Itajaí",-26.894446,-48.6741228
Restaurante Callegarin,"R. Agílio Cunha, 904 - Cidade Nova, Itajaí",-26.9239365,-48.69433799999999
Restaurante E Lanchonete Novo Rio,"R. Alfredo Eicke, 520 - Barra do Rio, Itajaí",-26.891022,-48.68155710000001
Restaurante E Lanchonete Splash,"R. Felipe Schmidt, 192-274 - Centro, Itajaí",-26.9059537,-48.6575954
SellvaMar Kitchen & Coffee,"R. Dr. Pedro Ferreira, 333 - G1 - Centro, Itajaí",-26.9028646,-48.6585377
El Moglito,"R. São Paulo, 362 - Cordeiros, Itajaí",-26.8889584,-48.6975569
Restaurante e Pizzaria Oliveira - Itajaí,"R. Otávio Cesário Pereira, 194 - São Vicente, Itajaí",-26.9025811,-48.690693
Restaurante D. Teresa,"R. Bernardino Ramos, 135 - Barra do Rio, Itajaí",-26.8870453,-48.6763959
General Pepper,"R. Samuel Heusi, 234 - S35 - Centro, Itajaí",-26.9036158,-48.6603901
Brumar Lanches,"R. Benjamin Franklin Pereira, 270 - São João, Itajaí",-26.9028766,-48.670707
Hula Hula Natural Food - Bistek,"R. Heitor Liberato, 1550 - LJ 46 - São João, Itajaí",-26.9063254,-48.67390229999999
Restaurante Delícias Caseiras,"R. Indaial, 1264 - São Judas, Itajaí",-26.9099477,-48.6772177
Lanchonete e Conveniência Fênix,"R. Otávio Cesário Pereira, 1121 - São Vicente, Itajaí",-26.9073031,-48.6905736
